Year,Month #,Month,Commodity,Unit,Quantity,Amount_USD,Trade Type
2026,9,Sep,Wooden Furniture,Kgs,0.0,0.0,Export
2026,9,Sep,Other Exports,,0.0,0.0,Export
2026,10,Oct,Tea,Kgs,0.0,0.0,Export
2026,10,Oct,Tobacco,Kgs,0.0,0.0,Export
2026,10,Oct,Cotton,Kgs,0.0,0.0,Export
2026,10,Oct,Sugar,Kgs,0.0,0.0,Export
2026,10,Oct,Soya Beans,Kgs,0.0,0.0,Export
2026,10,Oct,Pulses,Kgs,0.0,0.0,Export
2026,10,Oct,Rice,Kgs,0.0,0.0,Export
2026,10,Oct,Coffee,Kgs,0.0,0.0,Export
2026,10,Oct,Skins and Hides,Kgs,0.0,0.0,Export
2026,10,Oct,Live Trees and Flowers,Kgs,0.0,0.0,Export
2026,10,Oct,Groundnuts,Kgs,0.0,0.0,Export
2026,10,Oct,Plastics and Other Articles Thereof,Kgs,0.0,0.0,Export
2026,10,Oct,Macadamia Nuts,Kgs,0.0,0.0,Export
2026,10,Oct,Spices,Kgs,0.0,0.0,Export
2026,10,Oct,"Beverages, Spirits, Vinegar",Litres,0.0,0.0,Export
2026,10,Oct,Natural Rubber,Kgs,0.0,0.0,Export
2026,10,Oct,Wood Sawn and Plied,Kgs,0.0,0.0,Export
2026,10,Oct,Woven Fabric,Kgs,0.0,0.0,Export
2026,10,Oct,Apparel Clothing: Knitted or Crocheted,No,0.0,0.0,Export
2026,10,Oct,Apparel Clothing: Not Knitted or Crocheted,No,0.0,0.0,Export
2026,10,Oct,Fish,Kgs,0.0,0.0,Export
2026,10,Oct,Coconut,Kgs,0.0,0.0,Export
2026,10,Oct,Scrap Metal,Kgs,0.0,0.0,Export
2026,10,Oct,Wooden Furniture,Kgs,0.0,0.0,Export
2026,10,Oct,Other Exports,,0.0,0.0,Export
2026,11,Nov,Tea,Kgs,0.0,0.0,Export
2026,11,Nov,Tobacco,Kgs,0.0,0.0,Export
2026,11,Nov,Cotton,Kgs,0.0,0.0,Export
2026,11,Nov,Sugar,Kgs,0.0,0.0,Export
2026,11,Nov,Soya Beans,Kgs,0.0,0.0,Export
2026,11,Nov,Pulses,Kgs,0.0,0.0,Export
2026,11,Nov,Rice,Kgs,0.0,0.0,Export
2026,11,Nov,Coffee,Kgs,0.0,0.0,Export
2026,11,Nov,Skins and Hides,Kgs,0.0,0.0,Export
2026,11,Nov,Live Trees and Flowers,Kgs,0.0,0.0,Export
2026,11,Nov,Groundnuts,Kgs,0.0,0.0,Export
2026,11,Nov,Plastics and Other Articles Thereof,Kgs,0.0,0.0,Export
2026,11,Nov,Macadamia Nuts,Kgs,0.0,0.0,Export
2026,11,Nov,Spices,Kgs,0.0,0.0,Export
2026,11,Nov,"Beverages, Spirits, Vinegar",Litres,0.0,0.0,Export
2026,11,Nov,Natural Rubber,Kgs,0.0,0.0,Export
2026,11,Nov,Wood Sawn and Plied,Kgs,0.0,0.0,Export
2026,11,Nov,Woven Fabric,Kgs,0.0,0.0,Export
2026,11,Nov,Apparel Clothing: Knitted or Crocheted,No,0.0,0.0,Export
2026,11,Nov,Apparel Clothing: Not Knitted or Crocheted,No,0.0,0.0,Export
2026,11,Nov,Fish,Kgs,0.0,0.0,Export
2026,11,Nov,Coconut,Kgs,0.0,0.0,Export
2026,11,Nov,Scrap Metal,Kgs,0.0,0.0,Export
2026,11,Nov,Wooden Furniture,Kgs,0.0,0.0,Export
2026,11,Nov,Other Exports,,0.0,0.0,Export
2026,12,Dec,Tea,Kgs,0.0,0.0,Export
2026,12,Dec,Tobacco,Kgs,0.0,0.0,Export
2026,12,Dec,Cotton,Kgs,0.0,0.0,Export
2026,12,Dec,Sugar,Kgs,0.0,0.0,Export
2026,12,Dec,Soya Beans,Kgs,0.0,0.0,Export
2026,12,Dec,Pulses,Kgs,0.0,0.0,Export
2026,12,Dec,Rice,Kgs,0.0,0.0,Export
2026,12,Dec,Coffee,Kgs,0.0,0.0,Export
2026,12,Dec,Skins and Hides,Kgs,0.0,0.0,Export
2026,12,Dec,Live Trees and Flowers,Kgs,0.0,0.0,Export
2026,12,Dec,Groundnuts,Kgs,0.0,0.0,Export
2026,12,Dec,Plastics and Other Articles Thereof,Kgs,0.0,0.0,Export
2026,12,Dec,Macadamia Nuts,Kgs,0.0,0.0,Export
2026,12,Dec,Spices,Kgs,0.0,0.0,Export
2026,12,Dec,"Beverages, Spirits, Vinegar",Litres,0.0,0.0,Export
2026,12,Dec,Natural Rubber,Kgs,0.0,0.0,Export
2026,12,Dec,Wood Sawn and Plied,Kgs,0.0,0.0,Export
2026,12,Dec,Woven Fabric,Kgs,0.0,0.0,Export
2026,12,Dec,Apparel Clothing: Knitted or Crocheted,No,0.0,0.0,Export
2026,12,Dec,Apparel Clothing: Not Knitted or Crocheted,No,0.0,0.0,Export
2026,12,Dec,Fish,Kgs,0.0,0.0,Export
2026,12,Dec,Coconut,Kgs,0.0,0.0,Export
2026,12,Dec,Scrap Metal,Kgs,0.0,0.0,Export
2026,12,Dec,Wooden Furniture,Kgs,0.0,0.0,Export
2026,12,Dec,Other Exports,,0.0,0.0,Export
