Year,Month #,Month,Commodity,Unit,Quantity,Amount_USD,Trade Type
2022,1,Jan,Tobacco,Kgs,5970615.0,18606351.0,Export
2022,1,Jan,Other Exports,,0.0,8329031.27,Export
2022,1,Jan,Tea,Kgs,3738422.0,5955969.0,Export
2022,1,Jan,Sugar,Kgs,9377407.0,5904768.93,Export
2022,1,Jan,Groundnuts,Kgs,2735690.0,3357895.46,Export
2022,1,Jan,Pulses,Kgs,3330183.5,2226693.07,Export
2022,1,Jan,Macadamia Nuts,Kgs,213164.74,1257545.94,Export
2022,1,Jan,Plastics and Other Articles Thereof,Kgs,503806.35,949672.06,Export
2022,1,Jan,Scrap Metal,Kgs,2610732.0,596761.0,Export
2022,1,Jan,Coffee,Kgs,131916.5,500045.43,Export
2022,1,Jan,Soya Beans,Kgs,131000.0,177492.22,Export
2022,1,Jan,"Beverages, Spirits, Vinegar",Litres,88937.4,89367.46,Export
2022,1,Jan,Natural Rubber,Kgs,27720.0,53576.13,Export
2022,1,Jan,Wooden Furniture,Kgs,57721.0,52555.8,Export
2022,1,Jan,Fish,Kgs,25134.0,10312.81,Export
2022,1,Jan,Spices,Kgs,11906.2,10052.66,Export
2022,1,Jan,Rice,Kgs,7130.0,3352.34,Export
2022,1,Jan,Wood Sawn and Plied,Kgs,26800.0,1815.85,Export
2022,1,Jan,Apparel Clothing: Not Knitted or Crocheted,No,37.0,212.56,Export
2022,1,Jan,Coconut,Kgs,1000.0,121.46,Export
2022,1,Jan,Cotton,Kgs,0.0,0.0,Export
2022,1,Jan,Skins and Hides,Kgs,0.0,0.0,Export
2022,1,Jan,Live Trees and Flowers,Kgs,0.0,0.0,Export
2022,1,Jan,Woven Fabric,Kgs,0.0,0.0,Export
2022,1,Jan,Apparel Clothing: Knitted or Crocheted,No,0.0,0.0,Export
2022,2,Feb,Tobacco,Kgs,6964336.0,23553087.0,Export
2022,2,Feb,Other Exports,,0.0,16364616.11,Export
2022,2,Feb,Tea,Kgs,4861034.0,7857009.0,Export
2022,2,Feb,Groundnuts,Kgs,3428950.5,4192492.4,Export
2022,2,Feb,Macadamia Nuts,Kgs,397532.88,2701196.45,Export
2022,2,Feb,Pulses,Kgs,3368330.3,1948393.79,Export
2022,2,Feb,Scrap Metal,Kgs,2552524.0,767973.0,Export
2022,2,Feb,Sugar,Kgs,1303442.5,739196.49,Export
2022,2,Feb,Plastics and Other Articles Thereof,Kgs,289028.1,662461.28,Export
2022,2,Feb,Natural Rubber,Kgs,255325.0,487322.08,Export
2022,2,Feb,Soya Beans,Kgs,405011.8,295120.39,Export
2022,2,Feb,Skins and Hides,Kgs,29140.0,135730.36,Export
2022,2,Feb,Coffee,Kgs,19096.6,96607.75,Export
2022,2,Feb,"Beverages, Spirits, Vinegar",Litres,63262.9,66826.31,Export
2022,2,Feb,Wooden Furniture,Kgs,35701.51,44074.99,Export
2022,2,Feb,Spices,Kgs,48051.5,41521.95,Export
2022,2,Feb,Fish,Kgs,13903.0,35799.77,Export
2022,2,Feb,Rice,Kgs,30803.0,30543.17,Export
2022,2,Feb,Apparel Clothing: Not Knitted or Crocheted,No,104.0,778.97,Export
2022,2,Feb,Apparel Clothing: Knitted or Crocheted,No,103.0,680.08,Export
2022,2,Feb,Cotton,Kgs,455.0,194.31,Export
2022,2,Feb,Live Trees and Flowers,Kgs,0.0,0.0,Export
2022,2,Feb,Wood Sawn and Plied,Kgs,0.0,0.0,Export
2022,2,Feb,Woven Fabric,Kgs,0.0,0.0,Export
2022,2,Feb,Coconut,Kgs,0.0,0.0,Export
2022,3,Mar,Tea,Kgs,5200373.0,8558807.0,Export
2022,3,Mar,Tobacco,Kgs,2578866.0,8365072.0,Export
2022,3,Mar,Other Exports,,0.0,7928537.84,Export
2022,3,Mar,Macadamia Nuts,Kgs,613200.24,4591738.28,Export
2022,3,Mar,Groundnuts,Kgs,3218340.0,3916155.92,Export
2022,3,Mar,Pulses,Kgs,3219069.5,2240049.23,Export
2022,3,Mar,Sugar,Kgs,3725766.5,2084044.29,Export
2022,3,Mar,Scrap Metal,Kgs,4723576.0,1133200.0,Export
2022,3,Mar,Plastics and Other Articles Thereof,Kgs,362424.17,919288.85,Export
2022,3,Mar,Natural Rubber,Kgs,252035.0,469211.27,Export
2022,3,Mar,Cotton,Kgs,20000.0,255946.74,Export
2022,3,Mar,Coffee,Kgs,35462.5,153142.54,Export
2022,3,Mar,Apparel Clothing: Not Knitted or Crocheted,No,6716.15,60499.05,Export
2022,3,Mar,Skins and Hides,Kgs,92270.0,58575.94,Export
2022,3,Mar,Rice,Kgs,53622.5,54563.58,Export
2022,3,Mar,Woven Fabric,Kgs,7052.3,52763.94,Export
2022,3,Mar,Wooden Furniture,Kgs,56547.0,48568.36,Export
2022,3,Mar,"Beverages, Spirits, Vinegar",Litres,43327.5,45338.51,Export
2022,3,Mar,Soya Beans,Kgs,62000.0,44098.59,Export
2022,3,Mar,Spices,Kgs,47606.0,33916.1,Export
2022,3,Mar,Fish,Kgs,16782.0,10065.04,Export
2022,3,Mar,Apparel Clothing: Knitted or Crocheted,No,750.0,2731.88,Export
2022,3,Mar,Wood Sawn and Plied,Kgs,15000.0,1117.04,Export
2022,3,Mar,Live Trees and Flowers,Kgs,0.0,0.0,Export
2022,3,Mar,Coconut,Kgs,0.0,0.0,Export
2022,4,Apr,Other Exports,,0.0,11502972.38,Export
2022,4,Apr,Tobacco,Kgs,2265665.0,7431138.0,Export
2022,4,Apr,Tea,Kgs,4210745.0,7028041.0,Export
2022,4,Apr,Pulses,Kgs,7922681.25,4907527.32,Export
2022,4,Apr,Macadamia Nuts,Kgs,587447.1,3698264.21,Export
2022,4,Apr,Sugar,Kgs,3906000.0,2236067.65,Export
2022,4,Apr,Soya Beans,Kgs,3030051.25,2206630.69,Export
2022,4,Apr,Groundnuts,Kgs,1519517.25,1846857.83,Export
2022,4,Apr,Scrap Metal,Kgs,4724783.0,1042660.0,Export
2022,4,Apr,Plastics and Other Articles Thereof,Kgs,258174.45,735542.48,Export
2022,4,Apr,Natural Rubber,Kgs,203315.0,400669.44,Export
2022,4,Apr,Cotton,Kgs,40000.0,302775.26,Export
2022,4,Apr,Skins and Hides,Kgs,98000.0,61492.31,Export
2022,4,Apr,Woven Fabric,Kgs,2475.0,42399.03,Export
2022,4,Apr,Wooden Furniture,Kgs,42636.9,40938.75,Export
2022,4,Apr,Fish,Kgs,11262.0,25708.74,Export
2022,4,Apr,Rice,Kgs,16850.0,17572.26,Export
2022,4,Apr,"Beverages, Spirits, Vinegar",Litres,9165.4,7675.24,Export
2022,4,Apr,Spices,Kgs,24002.0,7560.51,Export
2022,4,Apr,Apparel Clothing: Not Knitted or Crocheted,No,5483.0,3324.41,Export
2022,4,Apr,Wood Sawn and Plied,Kgs,29600.0,1407.96,Export
2022,4,Apr,Apparel Clothing: Knitted or Crocheted,No,515.0,1207.94,Export
2022,4,Apr,Coffee,Kgs,1.0,2.43,Export
2022,4,Apr,Live Trees and Flowers,Kgs,0.0,0.0,Export
2022,4,Apr,Coconut,Kgs,0.0,0.0,Export
2022,5,May,Other Exports,,0.0,9101754.22,Export
2022,5,May,Tea,Kgs,5630079.0,9058070.0,Export
2022,5,May,Soya Beans,Kgs,9477206.5,7956553.75,Export
2022,5,May,Groundnuts,Kgs,5839400.0,7015314.58,Export
2022,5,May,Tobacco,Kgs,1646150.0,5263028.0,Export
2022,5,May,Macadamia Nuts,Kgs,351908.2,3582008.46,Export
2022,5,May,Scrap Metal,Kgs,4315337.0,1171049.0,Export
2022,5,May,Pulses,Kgs,1683001.5,1017109.44,Export
2022,5,May,Sugar,Kgs,1546013.5,991027.88,Export
2022,5,May,Natural Rubber,Kgs,277480.0,604550.3,Export
2022,5,May,Plastics and Other Articles Thereof,Kgs,232836.6,531229.52,Export
2022,5,May,Cotton,Kgs,150000.0,272969.88,Export
2022,5,May,Spices,Kgs,49590.5,65623.09,Export
2022,5,May,"Beverages, Spirits, Vinegar",Litres,34008.5,39379.1,Export
2022,5,May,Wooden Furniture,Kgs,42755.0,32928.59,Export
2022,5,May,Skins and Hides,Kgs,92000.0,28268.44,Export
2022,5,May,Woven Fabric,Kgs,1356.0,10565.55,Export
2022,5,May,Wood Sawn and Plied,Kgs,31000.0,2968.18,Export
2022,5,May,Rice,Kgs,9500.0,1849.23,Export
2022,5,May,Apparel Clothing: Knitted or Crocheted,No,1405.0,1138.98,Export
2022,5,May,Fish,Kgs,9052.0,810.67,Export
2022,5,May,Apparel Clothing: Not Knitted or Crocheted,No,334.0,714.96,Export
2022,5,May,Coffee,Kgs,2.0,3.53,Export
2022,5,May,Live Trees and Flowers,Kgs,0.0,0.0,Export
2022,5,May,Coconut,Kgs,0.0,0.0,Export
2022,6,Jun,Other Exports,,0.0,18402945.19,Export
2022,6,Jun,Tobacco,Kgs,4531196.0,13880750.0,Export
2022,6,Jun,Groundnuts,Kgs,11293743.5,10605568.29,Export
2022,6,Jun,Tea,Kgs,4622560.0,6905133.0,Export
2022,6,Jun,Sugar,Kgs,8315052.5,5596263.18,Export
2022,6,Jun,Soya Beans,Kgs,6048752.0,4140086.56,Export
2022,6,Jun,Macadamia Nuts,Kgs,365592.68,3559774.27,Export
2022,6,Jun,Cotton,Kgs,1248480.8,2241616.3,Export
2022,6,Jun,Pulses,Kgs,2628409.5,1572654.14,Export
2022,6,Jun,Scrap Metal,Kgs,2663601.0,698059.0,Export
2022,6,Jun,Plastics and Other Articles Thereof,Kgs,288936.99,637156.86,Export
2022,6,Jun,Natural Rubber,Kgs,252035.0,492304.81,Export
2022,6,Jun,Spices,Kgs,60005.5,161401.05,Export
2022,6,Jun,Skins and Hides,Kgs,48660.0,130901.53,Export
2022,6,Jun,"Beverages, Spirits, Vinegar",Litres,126448.0,130482.78,Export
2022,6,Jun,Wooden Furniture,Kgs,42738.0,41770.32,Export
2022,6,Jun,Rice,Kgs,32400.0,29654.18,Export
2022,6,Jun,Fish,Kgs,13822.0,19554.46,Export
2022,6,Jun,Woven Fabric,Kgs,1380.0,9418.38,Export
2022,6,Jun,Apparel Clothing: Knitted or Crocheted,No,1570.5,4232.17,Export
2022,6,Jun,Wood Sawn and Plied,Kgs,35000.0,2043.55,Export
2022,6,Jun,Apparel Clothing: Not Knitted or Crocheted,No,301.5,399.13,Export
2022,6,Jun,Coffee,Kgs,3.0,18.24,Export
2022,6,Jun,Live Trees and Flowers,Kgs,0.5,0.91,Export
2022,6,Jun,Coconut,Kgs,0.0,0.0,Export
2022,7,Jul,Tobacco,Kgs,7505249.0,32023273.0,Export
2022,7,Jul,Groundnuts,Kgs,14076500.0,14324184.91,Export
2022,7,Jul,Other Exports,,0.0,12066224.11,Export
2022,7,Jul,Tea,Kgs,4656406.0,7529260.0,Export
2022,7,Jul,Pulses,Kgs,12034251.5,5710407.71,Export
2022,7,Jul,Soya Beans,Kgs,5102002.5,3739409.81,Export
2022,7,Jul,Macadamia Nuts,Kgs,336023.16,3234897.92,Export
2022,7,Jul,Cotton,Kgs,1508080.0,2535770.98,Export
2022,7,Jul,Plastics and Other Articles Thereof,Kgs,610182.35,1302110.49,Export
2022,7,Jul,Sugar,Kgs,1627055.0,1060978.04,Export
2022,7,Jul,Scrap Metal,Kgs,2621019.0,872003.0,Export
2022,7,Jul,Natural Rubber,Kgs,307685.0,620926.26,Export
2022,7,Jul,Spices,Kgs,83711.0,170074.43,Export
2022,7,Jul,Rice,Kgs,122032.0,68365.16,Export
2022,7,Jul,Wooden Furniture,Kgs,53632.0,53441.01,Export
2022,7,Jul,"Beverages, Spirits, Vinegar",Litres,45103.5,47025.26,Export
2022,7,Jul,Fish,Kgs,11256.0,6516.21,Export
2022,7,Jul,Skins and Hides,Kgs,23000.0,5845.48,Export
2022,7,Jul,Wood Sawn and Plied,Kgs,18500.0,1412.66,Export
2022,7,Jul,Apparel Clothing: Knitted or Crocheted,No,21.5,133.96,Export
2022,7,Jul,Apparel Clothing: Not Knitted or Crocheted,No,15.0,80.37,Export
2022,7,Jul,Coffee,Kgs,3.0,3.9,Export
2022,7,Jul,Live Trees and Flowers,Kgs,0.0,0.0,Export
2022,7,Jul,Woven Fabric,Kgs,0.0,0.0,Export
2022,7,Jul,Coconut,Kgs,0.0,0.0,Export
2022,8,Aug,Tobacco,Kgs,11251634.0,43819272.0,Export
2022,8,Aug,Other Exports,,0.0,14181103.98,Export
2022,8,Aug,Groundnuts,Kgs,12853033.5,13032802.96,Export
2022,8,Aug,Pulses,Kgs,22246511.0,10023469.75,Export
2022,8,Aug,Tea,Kgs,4345046.0,7081470.0,Export
2022,8,Aug,Soya Beans,Kgs,6310000.0,4619110.07,Export
2022,8,Aug,Sugar,Kgs,5205325.5,3771317.87,Export
2022,8,Aug,Cotton,Kgs,1030160.0,1890963.49,Export
2022,8,Aug,Macadamia Nuts,Kgs,208272.24,1115033.68,Export
2022,8,Aug,Scrap Metal,Kgs,3414809.0,1016611.0,Export
2022,8,Aug,Plastics and Other Articles Thereof,Kgs,507201.05,914337.42,Export
2022,8,Aug,Spices,Kgs,173731.5,369295.57,Export
2022,8,Aug,Natural Rubber,Kgs,168595.0,338054.4,Export
2022,8,Aug,Skins and Hides,Kgs,99895.5,89247.08,Export
2022,8,Aug,Wooden Furniture,Kgs,63296.0,51959.76,Export
2022,8,Aug,Rice,Kgs,31905.0,31449.62,Export
2022,8,Aug,Apparel Clothing: Knitted or Crocheted,No,13798.0,20891.4,Export
2022,8,Aug,Woven Fabric,Kgs,2755.9,20093.58,Export
2022,8,Aug,Fish,Kgs,47133.5,12917.34,Export
2022,8,Aug,"Beverages, Spirits, Vinegar",Litres,12593.0,5751.71,Export
2022,8,Aug,Apparel Clothing: Not Knitted or Crocheted,No,602.8,2285.46,Export
2022,8,Aug,Coffee,Kgs,3.0,6.82,Export
2022,8,Aug,Live Trees and Flowers,Kgs,0.0,0.0,Export
2022,8,Aug,Wood Sawn and Plied,Kgs,0.0,0.0,Export
2022,8,Aug,Coconut,Kgs,0.0,0.0,Export
2022,9,Sep,Tobacco,Kgs,15838514.0,74940633.0,Export
2022,9,Sep,Other Exports,,0.0,16425728.76,Export
2022,9,Sep,Groundnuts,Kgs,10358300.0,10450830.6,Export
2022,9,Sep,Pulses,Kgs,15977512.0,7429080.5,Export
2022,9,Sep,Tea,Kgs,2624063.0,4036203.0,Export
2022,9,Sep,Macadamia Nuts,Kgs,216419.6,1780713.38,Export
2022,9,Sep,Cotton,Kgs,952200.0,1561699.41,Export
2022,9,Sep,Scrap Metal,Kgs,3657212.0,1110464.0,Export
2022,9,Sep,Plastics and Other Articles Thereof,Kgs,384405.11,1039989.54,Export
2022,9,Sep,Soya Beans,Kgs,1365004.0,1000930.89,Export
2022,9,Sep,Sugar,Kgs,1212060.0,919243.8,Export
2022,9,Sep,Natural Rubber,Kgs,169365.0,342338.85,Export
2022,9,Sep,Spices,Kgs,125778.5,268030.49,Export
2022,9,Sep,"Beverages, Spirits, Vinegar",Litres,99215.9,118965.3,Export
2022,9,Sep,Wooden Furniture,Kgs,62292.43,99542.81,Export
2022,9,Sep,Skins and Hides,Kgs,1005.0,96155.61,Export
2022,9,Sep,Woven Fabric,Kgs,14857.0,95105.53,Export
2022,9,Sep,Fish,Kgs,189580.0,60342.22,Export
2022,9,Sep,Apparel Clothing: Not Knitted or Crocheted,No,1253.5,4967.5,Export
2022,9,Sep,Apparel Clothing: Knitted or Crocheted,No,1054.0,1878.34,Export
2022,9,Sep,Wood Sawn and Plied,Kgs,15500.0,1130.13,Export
2022,9,Sep,Coffee,Kgs,112.5,646.27,Export
2022,9,Sep,Rice,Kgs,660.0,545.58,Export
2022,9,Sep,Coconut,Kgs,1400.0,170.49,Export
2022,9,Sep,Live Trees and Flowers,Kgs,0.0,0.0,Export
2022,10,Oct,Tobacco,Kgs,14183907.0,60148185.0,Export
2022,10,Oct,Other Exports,,0.0,24545004.6,Export
2022,10,Oct,Pulses,Kgs,16354702.0,8517237.83,Export
2022,10,Oct,Groundnuts,Kgs,4964350.0,5034656.79,Export
2022,10,Oct,Tea,Kgs,3164980.0,4843536.0,Export
2022,10,Oct,Scrap Metal,Kgs,2712541.0,810127.0,Export
2022,10,Oct,Macadamia Nuts,Kgs,87137.36,771485.77,Export
2022,10,Oct,Plastics and Other Articles Thereof,Kgs,397322.65,701538.49,Export
2022,10,Oct,Cotton,Kgs,278800.0,344154.04,Export
2022,10,Oct,Spices,Kgs,106964.0,226329.87,Export
2022,10,Oct,"Beverages, Spirits, Vinegar",Litres,187463.0,215646.33,Export
2022,10,Oct,Natural Rubber,Kgs,85435.0,155230.46,Export
2022,10,Oct,Fish,Kgs,230594.0,75970.94,Export
2022,10,Oct,Wooden Furniture,Kgs,51068.0,32480.01,Export
2022,10,Oct,Rice,Kgs,23638.0,24131.83,Export
2022,10,Oct,Soya Beans,Kgs,30000.0,21632.41,Export
2022,10,Oct,Apparel Clothing: Not Knitted or Crocheted,No,5312.5,1263.66,Export
2022,10,Oct,Apparel Clothing: Knitted or Crocheted,No,1204.5,1007.54,Export
2022,10,Oct,Wood Sawn and Plied,Kgs,10500.0,889.15,Export
2022,10,Oct,Sugar,Kgs,311.5,560.56,Export
2022,10,Oct,Coffee,Kgs,11.0,110.17,Export
2022,10,Oct,Coconut,Kgs,500.0,48.32,Export
2022,10,Oct,Skins and Hides,Kgs,0.0,0.0,Export
2022,10,Oct,Live Trees and Flowers,Kgs,0.0,0.0,Export
2022,10,Oct,Woven Fabric,Kgs,0.0,0.0,Export
2022,11,Nov,Tobacco,Kgs,11864240.0,50519628.0,Export
2022,11,Nov,Other Exports,,0.0,45038140.39,Export
2022,11,Nov,Tea,Kgs,4689251.0,7388338.0,Export
2022,11,Nov,Pulses,Kgs,7241869.2,3916036.11,Export
2022,11,Nov,Groundnuts,Kgs,2985800.0,3095160.71,Export
2022,11,Nov,Coffee,Kgs,199244.5,1030105.77,Export
2022,11,Nov,Scrap Metal,Kgs,2921226.0,936351.0,Export
2022,11,Nov,Cotton,Kgs,435000.0,851556.77,Export
2022,11,Nov,Plastics and Other Articles Thereof,Kgs,442382.11,799082.8,Export
2022,11,Nov,Natural Rubber,Kgs,140875.0,257292.79,Export
2022,11,Nov,Spices,Kgs,116682.0,254387.68,Export
2022,11,Nov,Skins and Hides,Kgs,39306.0,206818.05,Export
2022,11,Nov,Sugar,Kgs,68077.0,75435.0,Export
2022,11,Nov,Fish,Kgs,181817.0,66219.91,Export
2022,11,Nov,Wooden Furniture,Kgs,69576.0,39573.9,Export
2022,11,Nov,Macadamia Nuts,Kgs,8142.0,32879.88,Export
2022,11,Nov,Soya Beans,Kgs,34059.0,24984.54,Export
2022,11,Nov,Rice,Kgs,16272.0,15692.38,Export
2022,11,Nov,"Beverages, Spirits, Vinegar",Litres,29481.5,10977.15,Export
2022,11,Nov,Apparel Clothing: Not Knitted or Crocheted,No,5472.1,9130.38,Export
2022,11,Nov,Wood Sawn and Plied,Kgs,14000.0,896.31,Export
2022,11,Nov,Apparel Clothing: Knitted or Crocheted,No,500.0,214.33,Export
2022,11,Nov,Coconut,Kgs,3750.0,194.85,Export
2022,11,Nov,Live Trees and Flowers,Kgs,0.0,0.0,Export
2022,11,Nov,Woven Fabric,Kgs,0.0,0.0,Export
2022,12,Dec,Tobacco,Kgs,10950429.0,30305466.0,Export
2022,12,Dec,Other Exports,,0.0,9827995.17,Export
2022,12,Dec,Groundnuts,Kgs,3649010.0,3743998.39,Export
2022,12,Dec,Pulses,Kgs,6966990.0,3679558.1,Export
2022,12,Dec,Tea,Kgs,1651590.0,2603949.0,Export
2022,12,Dec,Plastics and Other Articles Thereof,Kgs,367951.18,799589.2,Export
2022,12,Dec,Scrap Metal,Kgs,2213763.0,683454.0,Export
2022,12,Dec,Soya Beans,Kgs,325006.5,654082.74,Export
2022,12,Dec,Coffee,Kgs,114146.0,580739.46,Export
2022,12,Dec,Sugar,Kgs,161195.0,145421.35,Export
2022,12,Dec,"Beverages, Spirits, Vinegar",Litres,164609.5,143716.58,Export
2022,12,Dec,Spices,Kgs,58255.0,75448.06,Export
2022,12,Dec,Rice,Kgs,90865.5,69578.17,Export
2022,12,Dec,Fish,Kgs,121730.0,54513.56,Export
2022,12,Dec,Apparel Clothing: Not Knitted or Crocheted,No,16807.0,28137.45,Export
2022,12,Dec,Wooden Furniture,Kgs,41827.35,21307.05,Export
2022,12,Dec,Wood Sawn and Plied,Kgs,15500.0,896.31,Export
2022,12,Dec,Coconut,Kgs,765.0,457.89,Export
2022,12,Dec,Apparel Clothing: Knitted or Crocheted,No,3.0,48.71,Export
2022,12,Dec,Macadamia Nuts,Kgs,1.0,1.95,Export
2022,12,Dec,Cotton,Kgs,0.0,0.0,Export
2022,12,Dec,Skins and Hides,Kgs,0.0,0.0,Export
2022,12,Dec,Live Trees and Flowers,Kgs,0.0,0.0,Export
2022,12,Dec,Natural Rubber,Kgs,0.0,0.0,Export
2022,12,Dec,Woven Fabric,Kgs,0.0,0.0,Export
2023,1,Jan,Tobacco,Kgs,4566036.0,14972207.0,Export
2023,1,Jan,Other Exports,,0.0,14753240.53,Export
2023,1,Jan,Tea,Kgs,3219039.0,5220025.0,Export
2023,1,Jan,Groundnuts,Kgs,4277555.0,4295440.15,Export
2023,1,Jan,Pulses,Kgs,3815110.0,2312170.43,Export
2023,1,Jan,Macadamia Nuts,Kgs,381037.0,1128221.86,Export
2023,1,Jan,Soya Beans,Kgs,1496605.5,1009860.73,Export
2023,1,Jan,Scrap Metal,Kgs,3116474.0,975032.0,Export
2023,1,Jan,Plastics and Other Articles Thereof,Kgs,245908.78,441988.29,Export
2023,1,Jan,Rice,Kgs,260110.5,304056.35,Export
2023,1,Jan,Coffee,Kgs,67855.0,215323.97,Export
2023,1,Jan,Natural Rubber,Kgs,113155.0,198268.87,Export
2023,1,Jan,Sugar,Kgs,56226.0,54876.61,Export
2023,1,Jan,Skins and Hides,Kgs,4850.0,47500.02,Export
2023,1,Jan,Fish,Kgs,86399.0,39056.42,Export
2023,1,Jan,"Beverages, Spirits, Vinegar",Litres,90533.5,35576.61,Export
2023,1,Jan,Spices,Kgs,15451.0,18361.45,Export
2023,1,Jan,Wooden Furniture,Kgs,22456.0,7100.9,Export
2023,1,Jan,Apparel Clothing: Knitted or Crocheted,No,1000.0,3060.0,Export
2023,1,Jan,Wood Sawn and Plied,Kgs,34300.0,2600.73,Export
2023,1,Jan,Apparel Clothing: Not Knitted or Crocheted,No,1014.0,2564.29,Export
2023,1,Jan,Live Trees and Flowers,Kgs,963.0,964.15,Export
2023,1,Jan,Coconut,Kgs,1300.0,96.5,Export
2023,1,Jan,Cotton,Kgs,0.0,0.0,Export
2023,1,Jan,Woven Fabric,Kgs,0.0,0.0,Export
2023,2,Feb,Other Exports,,0.0,23571065.62,Export
2023,2,Feb,Tobacco,Kgs,1488906.0,5684411.0,Export
2023,2,Feb,Tea,Kgs,3324012.0,5644871.0,Export
2023,2,Feb,Soya Beans,Kgs,5235520.0,3841800.07,Export
2023,2,Feb,Groundnuts,Kgs,2114680.0,2193520.13,Export
2023,2,Feb,Pulses,Kgs,3098935.0,1720258.84,Export
2023,2,Feb,Macadamia Nuts,Kgs,450846.14,1699312.07,Export
2023,2,Feb,Scrap Metal,Kgs,3204030.0,987590.0,Export
2023,2,Feb,Plastics and Other Articles Thereof,Kgs,312195.2,629568.4,Export
2023,2,Feb,Natural Rubber,Kgs,279475.0,458598.1,Export
2023,2,Feb,Rice,Kgs,266765.0,369464.11,Export
2023,2,Feb,Coffee,Kgs,20895.5,86180.86,Export
2023,2,Feb,Sugar,Kgs,83284.5,84837.59,Export
2023,2,Feb,Wooden Furniture,Kgs,57950.0,49931.95,Export
2023,2,Feb,"Beverages, Spirits, Vinegar",Litres,119754.0,39513.18,Export
2023,2,Feb,Fish,Kgs,39159.5,25785.79,Export
2023,2,Feb,Spices,Kgs,56112.5,25430.48,Export
2023,2,Feb,Apparel Clothing: Knitted or Crocheted,No,12843.2,16206.37,Export
2023,2,Feb,Apparel Clothing: Not Knitted or Crocheted,No,2337.97,3084.67,Export
2023,2,Feb,Wood Sawn and Plied,Kgs,29600.0,2509.12,Export
2023,2,Feb,Cotton,Kgs,0.0,0.0,Export
2023,2,Feb,Skins and Hides,Kgs,0.0,0.0,Export
2023,2,Feb,Live Trees and Flowers,Kgs,0.0,0.0,Export
2023,2,Feb,Woven Fabric,Kgs,0.0,0.0,Export
2023,2,Feb,Coconut,Kgs,0.0,0.0,Export
2023,3,Mar,Other Exports,,0.0,20767434.84,Export
2023,3,Mar,Tea,Kgs,5541274.0,9396236.0,Export
2023,3,Mar,Soya Beans,Kgs,11967500.0,8672656.86,Export
2023,3,Mar,Tobacco,Kgs,1498043.0,5325258.0,Export
2023,3,Mar,Pulses,Kgs,5010180.0,4007101.56,Export
2023,3,Mar,Macadamia Nuts,Kgs,670672.96,2761146.73,Export
2023,3,Mar,Scrap Metal,Kgs,5242694.0,1535757.0,Export
2023,3,Mar,Groundnuts,Kgs,1241350.0,1270335.92,Export
2023,3,Mar,Sugar,Kgs,621450.0,546293.67,Export
2023,3,Mar,Natural Rubber,Kgs,270760.0,451885.21,Export
2023,3,Mar,Plastics and Other Articles Thereof,Kgs,204959.73,435272.79,Export
2023,3,Mar,Coffee,Kgs,78603.0,351080.76,Export
2023,3,Mar,Rice,Kgs,129910.0,123971.32,Export
2023,3,Mar,"Beverages, Spirits, Vinegar",Litres,264632.0,63141.05,Export
2023,3,Mar,Skins and Hides,Kgs,117000.0,52405.83,Export
2023,3,Mar,Wooden Furniture,Kgs,37362.0,21578.37,Export
2023,3,Mar,Spices,Kgs,42691.0,15295.79,Export
2023,3,Mar,Apparel Clothing: Not Knitted or Crocheted,No,2183.0,9584.55,Export
2023,3,Mar,Apparel Clothing: Knitted or Crocheted,No,650.0,8946.42,Export
2023,3,Mar,Fish,Kgs,21296.0,5815.43,Export
2023,3,Mar,Live Trees and Flowers,Kgs,1.0,3.86,Export
2023,3,Mar,Cotton,Kgs,0.0,0.0,Export
2023,3,Mar,Wood Sawn and Plied,Kgs,0.0,0.0,Export
2023,3,Mar,Woven Fabric,Kgs,0.0,0.0,Export
2023,3,Mar,Coconut,Kgs,0.0,0.0,Export
2023,4,Apr,Other Exports,,0.0,12416805.44,Export
2023,4,Apr,Pulses,Kgs,7738000.0,6723644.37,Export
2023,4,Apr,Tea,Kgs,3928715.0,6406973.0,Export
2023,4,Apr,Soya Beans,Kgs,6428000.0,4529858.9,Export
2023,4,Apr,Groundnuts,Kgs,1787600.0,1795410.94,Export
2023,4,Apr,Tobacco,Kgs,531394.0,1165996.0,Export
2023,4,Apr,Macadamia Nuts,Kgs,275011.8,933232.09,Export
2023,4,Apr,Scrap Metal,Kgs,2590218.0,873893.0,Export
2023,4,Apr,Plastics and Other Articles Thereof,Kgs,240493.85,594534.74,Export
2023,4,Apr,Natural Rubber,Kgs,307195.0,480704.92,Export
2023,4,Apr,Skins and Hides,Kgs,5265.0,246654.27,Export
2023,4,Apr,"Beverages, Spirits, Vinegar",Litres,174275.7,76611.05,Export
2023,4,Apr,Sugar,Kgs,56689.0,59603.92,Export
2023,4,Apr,Spices,Kgs,20264.5,37706.46,Export
2023,4,Apr,Wooden Furniture,Kgs,48730.0,35219.74,Export
2023,4,Apr,Rice,Kgs,30000.0,29994.34,Export
2023,4,Apr,Fish,Kgs,22111.0,13073.33,Export
2023,4,Apr,Coffee,Kgs,8298.0,9021.67,Export
2023,4,Apr,Wood Sawn and Plied,Kgs,14000.0,1254.59,Export
2023,4,Apr,Apparel Clothing: Not Knitted or Crocheted,No,12.3,660.48,Export
2023,4,Apr,Apparel Clothing: Knitted or Crocheted,No,17.0,634.69,Export
